"","dateTime","station","freqCode","code","power","latitude","longitude","tagDateTime","sex","forkLength"
"245",2024-10-01 19:36:35,"Mobile","149.500 089","089",92,53.95303,-127.4566133,2024-07-30,"M",64
"246",2024-10-01 19:36:39,"Mobile","149.500 071","071",142,53.95356,-127.4565817,2024-07-25,"M",63
"247",2024-10-01 19:37:12,"Mobile","149.320 119","119",117,53.958225,-127.459905,2024-08-01,"F",52
"248",2024-10-01 19:37:17,"Mobile","149.320 119","119",119,53.9587,-127.45958,2024-08-01,"F",52
"249",2024-10-01 19:37:29,"Mobile","149.500 091","091",109,53.9587967,-127.4570717,2024-07-23,"M",59
"250",2024-10-01 19:38:12,"Mobile","149.320 111","111",105,53.965275,-127.4566417,2024-07-31,"M",56
"251",2024-10-01 19:38:14,"Mobile","149.320 125","125",78,53.9655417,-127.45699,2024-08-01,"F",58
"252",2024-10-01 19:38:19,"Mobile","149.500 095","095",89,53.9665967,-127.4569233,2024-07-24,"F",57
"253",2024-10-01 19:38:24,"Mobile","149.500 033","033",79,53.9672867,-127.4563733,2024-07-18,NA,NA
"254",2024-10-01 19:38:50,"Mobile","149.500 033","033",117,53.97213,-127.4545567,2024-07-18,NA,NA
"255",2024-10-01 19:39:16,"Mobile","149.500 033","033",108,53.9765733,-127.4556683,2024-07-18,NA,NA
"256",2024-10-01 19:39:34,"Mobile","149.320 102","102",127,53.9799233,-127.4564933,2024-07-25,"F",64
"257",2024-10-01 19:39:55,"Mobile","149.500 080","080",138,53.982725,-127.45299,2024-07-24,"M",62
"258",2024-10-01 19:41:04,"Mobile","149.320 199","199",121,53.9977183,-127.4593483,2024-09-04,"M",53
"259",2024-10-01 19:41:09,"Mobile","149.500 093","093",110,53.9986933,-127.4593367,2024-07-23,NA,NA
"260",2024-10-01 19:41:14,"Mobile","149.500 093","093",89,54.0000983,-127.4599867,2024-07-23,NA,NA
"261",2024-10-01 19:41:19,"Mobile","149.500 067","067",109,54.001295,-127.460705,2024-07-23,NA,NA
"262",2024-10-01 19:41:19,"Mobile","149.500 093","093",100,54.001295,-127.460705,2024-07-23,NA,NA
"263",2024-10-01 19:41:35,"Mobile","149.500 053","053",93,54.00445,-127.4638233,2024-07-22,NA,NA
"264",2024-10-01 19:41:40,"Mobile","149.500 053","053",81,54.00537,-127.4644633,2024-07-22,NA,NA
"265",2024-10-01 19:41:45,"Mobile","149.500 053","053",142,54.0064067,-127.4643317,2024-07-22,NA,NA
"266",2024-10-01 19:43:12,"Mobile","149.320 122","122",93,54.0208583,-127.4629017,2024-08-02,"F",58
"267",2024-10-01 19:45:53,"Mobile","149.500 075","075",98,54.0468917,-127.4268967,2024-07-25,"F",60
"268",2024-10-01 19:46:33,"Mobile","149.320 118","118",78,54.0543333,-127.4203333,2024-08-01,NA,57
"269",2024-10-01 19:46:38,"Mobile","149.320 118","118",118,54.055205,-127.4209883,2024-08-01,NA,57
"270",2024-10-01 19:46:53,"Mobile","149.500 078","078",111,54.0557733,-127.425445,2024-07-24,"F",56
"271",2024-10-01 19:47:26,"Mobile","149.320 141","141",111,54.05946,-127.4272733,2024-08-08,NA,NA
"272",2024-10-01 19:47:31,"Mobile","149.320 141","141",90,54.0602283,-127.42697,2024-08-08,NA,NA
"273",2024-10-01 19:48:00,"Mobile","149.320 191","191",77,54.0631283,-127.4313117,2024-08-16,"F",49
"274",2024-10-01 19:48:56,"Mobile","149.320 109","109",81,54.0706967,-127.438965,2024-07-25,NA,NA
"275",2024-10-01 19:51:59,"Mobile","149.500 073","073",106,54.0896633,-127.4636467,2024-07-25,"M",60
